"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","UniqueID","TaxonomicGroup","YearPublished","Kingdom","Phylum","Class","Order","Family","Genus","Species","scientificName1","vernacularName","RLCAsPublished","RLC","RLCEurope","Criteria","IUCNCriteria","Reference","Biome","Biotope1","Biotope2","Cuddliness","Lifespan","Mobility","NutrientLevel","Spine","license","rightsHolder","accessRights","datasetName","locationID","locality","countryCode","occurrencestatus","threadStatus"
2432655,"Rhinolophus ferrumequinum (Schreber, 1774)","SPECIES","Chiroptera","EXACT","Chordata","Animalia","Rhinolophus","Mammalia",98,FALSE,"ACCEPTED","Rhinolophidae","INBO:RL:VAL:MAM:2014:3361","Mammals",2014,"Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum","Rhinolophus ferrumequinum","Grote hoefijzerneus","Regionaal uitgestorven","RE","NT","IUCN",,"Maes_etal_2014","Terrestrial","Woodlands",,"Low","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (EX)"
2432614,"Rhinolophus hipposideros (Bechstein, 1800)","SPECIES","Chiroptera","EXACT","Chordata","Animalia","Rhinolophus","Mammalia",98,FALSE,"ACCEPTED","Rhinolophidae","INBO:RL:VAL:MAM:2014:3362","Mammals",2014,"Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Rhinolophus hipposideros","Kleine hoefijzerneus","Regionaal uitgestorven","RE","NT","IUCN",,"Maes_etal_2014","Terrestrial","Woodlands",,"Low","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (EX)"
8211070,"Sciurus vulgaris Linnaeus, 1758","SPECIES","Rodentia","EXACT","Chordata","Animalia","Sciurus","Mammalia",98,FALSE,"ACCEPTED","Sciuridae","INBO:RL:VAL:MAM:2014:3365","Mammals",2014,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","vulgaris","Sciurus vulgaris","Euraziatische rode eekhoorn","Momenteel niet in gevaar","LC","LC","IUCN",,"Maes_etal_2014","Terrestrial","Woodlands",,"High","Shortlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8316400,"Sorex araneus Linnaeus, 1758","SPECIES","Soricomorpha","EXACT","Chordata","Animalia","Sorex","Mammalia",98,FALSE,"ACCEPTED","Soricidae","INBO:RL:VAL:MAM:2014:3366","Mammals",2014,"Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Sorex araneus/coronatus","Gewone/Tweekleurige bosspitsmuis","Momenteel niet in gevaar","LC","LC","IUCN",,"Maes_etal_2014","Terrestrial","Shrubs",,"Low","Shortlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
7571319,"Sorex minutus Linnaeus, 1766","SPECIES","Soricomorpha","EXACT","Chordata","Animalia","Sorex","Mammalia",98,FALSE,"ACCEPTED","Soricidae","INBO:RL:VAL:MAM:2014:3367","Mammals",2014,"Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","minutus","Sorex minutus","Dwergspitsmuis","Kwetsbaar","VU","LC","IUCN","A2c;B1a(i)b(ii,iii)","Maes_etal_2014","Terrestrial","Marshes",,"Low","Shortlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
7705930,"Sus scrofa Linnaeus, 1758","SPECIES","Artiodactyla","EXACT","Chordata","Animalia","Sus","Mammalia",98,FALSE,"ACCEPTED","Suidae","INBO:RL:VAL:MAM:2014:3369","Mammals",2014,"Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","scrofa","Sus scrofa","Wild zwijn","Momenteel niet in gevaar","LC","LC","IUCN",,"Maes_etal_2014","Terrestrial","Woodlands",,"Low","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
7872906,"Talpa europaea Linnaeus, 1758","SPECIES","Soricomorpha","EXACT","Chordata","Animalia","Talpa","Mammalia",98,FALSE,"ACCEPTED","Talpidae","INBO:RL:VAL:MAM:2014:3371","Mammals",2014,"Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Talpa","europaea","Talpa europaea","Europese mol","Momenteel niet in gevaar","LC","LC","IUCN",,"Maes_etal_2014","Terrestrial","Eurytopic",,"Low","Shortlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
9563074,"Tursiops truncatus (Montagu, 1821)","SPECIES","Cetacea","EXACT","Chordata","Animalia","Tursiops","Mammalia",97,FALSE,"ACCEPTED","Delphinidae","INBO:RL:VAL:MAM:2014:3374","Mammals",2014,"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Tursiops","truncatus","Tursiops truncatus","Tuimelaar","Regionaal uitgestorven","RE","DD","IUCN",,"Maes_etal_2014","Marine","Marine",,"High","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (EX)"
5219243,"Vulpes vulpes (Linnaeus, 1758)","SPECIES","Carnivora","EXACT","Chordata","Animalia","Vulpes","Mammalia",98,FALSE,"ACCEPTED","Canidae","INBO:RL:VAL:MAM:2014:3376","Mammals",2014,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","vulpes","Vulpes vulpes","Vos","Momenteel niet in gevaar","LC","LC","IUCN",,"Maes_etal_2014","Terrestrial","Eurytopic",,"High","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3189863,"Acer campestre L.","SPECIES","Sapindales","EXACT","Tracheophyta","Plantae","Acer","Magnoliopsida",100,FALSE,"ACCEPTED","Sapindaceae","INBO:RL:VAL:PLA:2006:4131","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Sapindales","Aceraceae","Acer","campestre","Acer campestre L.","Spaanse aak","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3120060,"Achillea millefolium L.","SPECIES","Asterales","EXACT","Tracheophyta","Plantae","Achillea","Magnoliopsida",100,FALSE,"ACCEPTED","Asteraceae","INBO:RL:VAL:PLA:2006:4132","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Asterales","Asteraceae","Achillea","millefolium","Achillea millefolium L.","Duizendblad","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands",,"High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3120333,"Achillea ptarmica L.","SPECIES","Asterales","EXACT","Tracheophyta","Plantae","Achillea","Magnoliopsida",100,FALSE,"ACCEPTED","Asteraceae","INBO:RL:VAL:PLA:2006:4133","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Asterales","Asteraceae","Achillea","ptarmica","Achillea ptarmica L.","Wilde bertram","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands","Marshes","High","Longlived","High","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2927116,"Acinos arvensis (Lam.) Dandy","SPECIES","Lamiales","EXACT","Tracheophyta","Plantae","Clinopodium","Magnoliopsida",100,TRUE,"SYNONYM","Lamiaceae","INBO:RL:VAL:PLA:2006:4134","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Lamiales","Lamiaceae","Acinos","arvensis","Acinos arvensis (Lam.) Dandy","Kleine steentijm","Zeldzaam","NT",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands","Marshes","High","Shortlived","Low","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
3033675,"Aconitum lycoctonum L.","SPECIES","Ranunculales","EXACT","Tracheophyta","Plantae","Aconitum","Magnoliopsida",100,FALSE,"ACCEPTED","Ranunculaceae","INBO:RL:VAL:PLA:2006:4135","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Ranunculales","Ranunculaceae","Aconitum","vulparia","Aconitum lycoctonum L.","Gele monnikskap","Verdwenen uit Vlaanderen en het Brussels Gewest","RE",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands",,"High","Longlived","Low","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Verdwenen uit Vlaanderen en het Brussels Gewest"
5371473,"Actaea spicata L.","SPECIES","Ranunculales","EXACT","Tracheophyta","Plantae","Actaea","Magnoliopsida",100,FALSE,"ACCEPTED","Ranunculaceae","INBO:RL:VAL:PLA:2006:4136","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Ranunculales","Ranunculaceae","Actaea","spicata","Actaea spicata L.","Christoffelkruid","Bedreigd","EN",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands",,"High","Longlived","Low","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
5371707,"Adonis aestivalis L.","SPECIES","Ranunculales","EXACT","Tracheophyta","Plantae","Adonis","Magnoliopsida",100,FALSE,"ACCEPTED","Ranunculaceae","INBO:RL:VAL:PLA:2006:4137","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Ranunculales","Ranunculaceae","Adonis","aestivalis","Adonis aestivalis L.","Zomeradonis","Verdwenen uit Vlaanderen en het Brussels Gewest","RE",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Agriculture",,"High","Shortlived","Low","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Verdwenen uit Vlaanderen en het Brussels Gewest"
5371709,"Adonis annua L.","SPECIES","Ranunculales","EXACT","Tracheophyta","Plantae","Adonis","Magnoliopsida",100,FALSE,"ACCEPTED","Ranunculaceae","INBO:RL:VAL:PLA:2006:4138","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Ranunculales","Ranunculaceae","Adonis","annua","Adonis annua L.","Herfstadonis","Verdwenen uit Vlaanderen en het Brussels Gewest","RE",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Agriculture",,"High","Shortlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Verdwenen uit Vlaanderen en het Brussels Gewest"
2888794,"Adoxa moschatellina L.","SPECIES","Dipsacales","EXACT","Tracheophyta","Plantae","Adoxa","Magnoliopsida",100,FALSE,"ACCEPTED","Adoxaceae","INBO:RL:VAL:PLA:2006:4139","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Dipsacales","Adoxaceae","Adoxa","moschatellina","Adoxa moschatellina L.","Muskuskruid","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands",,"High","Longlived","Low","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3034620,"Aegopodium podagraria L.","SPECIES","Apiales","EXACT","Tracheophyta","Plantae","Aegopodium","Magnoliopsida",100,FALSE,"ACCEPTED","Apiaceae","INBO:RL:VAL:PLA:2006:4140","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Apiales","Apiaceae","Aegopodium","podagraria","Aegopodium podagraria L.","Zevenblad","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Shrubs","Woodlands","High","Longlived","High","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5371825,"Aethusa cynapium L.","SPECIES","Apiales","EXACT","Tracheophyta","Plantae","Aethusa","Magnoliopsida",100,FALSE,"ACCEPTED","Apiaceae","INBO:RL:VAL:PLA:2006:4141","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Apiales","Apiaceae","Aethusa","cynapium","Aethusa cynapium L.","Hondspeterselie","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Agriculture",,"High","Shortlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3001956,"Agrimonia eupatoria L.","SPECIES","Rosales","EXACT","Tracheophyta","Plantae","Agrimonia","Magnoliopsida",100,FALSE,"ACCEPTED","Rosaceae","INBO:RL:VAL:PLA:2006:4142","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Rosales","Rosaceae","Agrimonia","eupatoria","Agrimonia eupatoria L.","Gewone agrimonie","Achteruitgaand","NT",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands",,"High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
3002121,"Agrimonia procera Wallr.","SPECIES","Rosales","EXACT","Tracheophyta","Plantae","Agrimonia","Magnoliopsida",100,FALSE,"ACCEPTED","Rosaceae","INBO:RL:VAL:PLA:2006:4143","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Rosales","Rosaceae","Agrimonia","repens","Agrimonia procera Wallr.","Welriekende agrimonie","Zeldzaam","NT",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands","Woodlands","High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
3085368,"Agrostemma githago L.","SPECIES","Caryophyllales","EXACT","Tracheophyta","Plantae","Agrostemma","Magnoliopsida",100,FALSE,"ACCEPTED","Caryophyllaceae","INBO:RL:VAL:PLA:2006:4144","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago","Agrostemma githago L.","Bolderik","Met verdwijning bedreigd","CR",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Agriculture",,"High","Shortlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Met verdwijning bedreigd"
2706465,"Agrostis canina L.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Agrostis","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4145","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Agrostis","canina","Agrostis canina L.","Moerasstruisgras","Momenteel niet bedreigd","LC","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Eurytopic",,"High","Longlived","High","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2706490,"Agrostis capillaris L.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Agrostis","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4146","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Agrostis","capillaris","Agrostis capillaris L.","Gewoon struisgras","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands","Grasslands","High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2706541,"Agrostis gigantea Roth","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Agrostis","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4147","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Agrostis","gigantea","Agrostis gigantea Roth","Hoog struisgras","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands","Shrubs","High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2706435,"Agrostis stolonifera L.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Agrostis","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4148","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Agrostis","stolonifera","Agrostis stolonifera L.","Fioringras","Momenteel niet bedreigd","LC","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Eurytopic",,"High","Longlived","High","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2706458,"Agrostis vinealis Schreb.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Agrostis","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4149","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Agrostis","vinealis","Agrostis vinealis Schreb.","Zandstruisgras","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Heathlands","Grasslands","High","Longlived","High","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
7747216,"Aira caryophyllea L.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Aira","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4150","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Aira","caryophyllea","Aira caryophyllea L.","Zilverhaver","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Heathlands",,"High","Shortlived","High","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5289582,"Aira praecox L.","SPECIES","Poales","EXACT","Tracheophyta","Plantae","Aira","Liliopsida",100,FALSE,"ACCEPTED","Poaceae","INBO:RL:VAL:PLA:2006:4151","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Poales","Poaceae","Aira","praecox","Aira praecox L.","Vroege haver","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands","Dunes","High","Shortlived","High","Oligotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2927078,"Ajuga reptans L.","SPECIES","Lamiales","EXACT","Tracheophyta","Plantae","Ajuga","Magnoliopsida",100,FALSE,"ACCEPTED","Lamiaceae","INBO:RL:VAL:PLA:2006:4152","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Lamiales","Lamiaceae","Ajuga","reptans","Ajuga reptans L.","Kruipend zenegroen","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands","Grasslands","High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
3027640,"Alchemilla glabra Neygenf.","SPECIES","Rosales","EXACT","Tracheophyta","Plantae","Alchemilla","Magnoliopsida",100,FALSE,"ACCEPTED","Rosaceae","INBO:RL:VAL:PLA:2006:4153","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Rosales","Rosaceae","Alchemilla","glabra","Alchemilla glabra Neygenf.","Kale vrouwenmantel","Zeldzaam","NT",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
3028198,"Alchemilla xanthochlora Rothm.","SPECIES","Rosales","EXACT","Tracheophyta","Plantae","Alchemilla","Magnoliopsida",100,FALSE,"ACCEPTED","Rosaceae","INBO:RL:VAL:PLA:2006:4154","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Rosales","Rosaceae","Alchemilla","xanthochlora","Alchemilla xanthochlora Rothm.","Geelgroene vrouwenmantel","Zeldzaam","NT",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
2865152,"Alisma gramineum Lej.","SPECIES","Alismatales","EXACT","Tracheophyta","Plantae","Alisma","Liliopsida",100,FALSE,"ACCEPTED","Alismataceae","INBO:RL:VAL:PLA:2006:4155","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Alismatales","Alismataceae","Alisma","gramineum","Alisma gramineum Lej.","Smalle waterweegbree","Met verdwijning bedreigd","CR","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Marshes",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Met verdwijning bedreigd"
2865125,"Alisma lanceolatum With.","SPECIES","Alismatales","EXACT","Tracheophyta","Plantae","Alisma","Liliopsida",100,FALSE,"ACCEPTED","Alismataceae","INBO:RL:VAL:PLA:2006:4156","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Alismatales","Alismataceae","Alisma","lanceolatum","Alisma lanceolatum With.","Slanke waterweegbree","Momenteel niet bedreigd","LC","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Marshes",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2865100,"Alisma plantago-aquatica L.","SPECIES","Alismatales","EXACT","Tracheophyta","Plantae","Alisma","Liliopsida",100,FALSE,"ACCEPTED","Alismataceae","INBO:RL:VAL:PLA:2006:4157","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Alismatales","Alismataceae","Alisma","plantago-aquatica","Alisma plantago-aquatica L.","Grote waterweegbree","Momenteel niet bedreigd","LC","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Marshes",,"High","Longlived","Low","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5376075,"Alliaria petiolata Cavara & Grande","SPECIES","Brassicales","EXACT","Tracheophyta","Plantae","Alliaria","Magnoliopsida",100,FALSE,"ACCEPTED","Brassicaceae","INBO:RL:VAL:PLA:2006:4158","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Capparales","Brassicaceae","Alliaria","petiolata","Alliaria petiolata (Bieb.) Cavara et Grande","Look-zonder-look","Momenteel niet bedreigd","LC",,"Regional",,"VanLanduyt_etal_2006","Terrestrial","Woodlands",,"High","Shortlived","Low","Eutrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2857071,"Allium oleraceum L.","SPECIES","Asparagales","EXACT","Tracheophyta","Plantae","Allium","Liliopsida",100,FALSE,"ACCEPTED","Amaryllidaceae","INBO:RL:VAL:PLA:2006:4159","VascularPlants",2006,"Plantae","Tracheophyta","Spermatopsida","Liliales","Liliaceae","Allium","oleraceum","Allium oleraceum L.","Moeslook","Met verdwijning bedreigd","CR","LC","Regional",,"VanLanduyt_etal_2006","Terrestrial","Grasslands",,"High","Longlived","Low","Mesotrophic","Plant","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Met verdwijning bedreigd"
